Language,Cell,Position,Form,Meaning
Nocte,3p,1,a,S[+3]
Nocte,1s->2s,1,`ə,A[+1]
Nocte,1s->2p,1,`ə,A[+1]
Nocte,1s->3s,1,`ə,A[+1]
Nocte,1s->3s,2,ŋ,SA[+1 +sg]
Nocte,1s->3p,1,`ə,A[+1]
Nocte,1s->3p,2,ŋ,SA[+1 +sg]
Nocte,1p->2s,1,`ə,A[+1]
Nocte,1p->2p,1,`ə,A[+1]
Nocte,1p->3s,1,`ə,A[+1]
Nocte,1p->3p,1,`ə,A[+1]
Nocte,2s->1s,1,həŋ,P[+1]
Nocte,2s->1p,1,həŋ,P[+1]
Nocte,2s->3s,1,ɔʔ,SA[+2 +sg]
Nocte,2s->3p,1,ɔʔ,SA[+2 +sg]
Nocte,2p->1s,1,hɛʔ,[+2 +pl]A->P[+1]
Nocte,2p->1p,1,hɛʔ,[+2 +pl]A->P[+1]
Nocte,2p->3s,1,ən,SA[+2 +pl]
Nocte,2p->3p,1,ən,SA[+2 +pl]
Nocte,3s->1s,1,həŋ,P[+1]
Nocte,3s->1p,1,həŋ,P[+1]
Nocte,3s->2s,1,hɔʔ,P[+2]
Nocte,3s->2p,1,hɔʔ,P[+2]
Nocte,3s->3s,1,a,[+3]A->P[+3]
Nocte,3s->3p,1,a,[+3]A->P[+3]
Nocte,3p->1s,1,həŋ,P[+1]
Nocte,3p->1p,1,həŋ,P[+1]
Nocte,3p->2s,1,hɔʔ,P[+2]
Nocte,3p->2p,1,hɔʔ,P[+2]
Nocte,3p->3s,1,a,[+3]A->P[+3]
Nocte,3p->3p,1,a,[+3]A->P[+3]
Quechua (Ayacucho),1s,1,n,[]E
Quechua (Ayacucho),1s,2,i,SA[+1 -2]
Quechua (Ayacucho),1pe,1,n,[]E
Quechua (Ayacucho),1pe,2,i,SA[+1 -2]
Quechua (Ayacucho),1pe,3,ku,SAP[-2 +pl]
Quechua (Ayacucho),1pi,1,n,[]E
Quechua (Ayacucho),1pi,2,cis,SAP[+2 +pl]
Quechua (Ayacucho),2s,1,n,[]E
Quechua (Ayacucho),2s,2,ki,SAP[-1 +2]
Quechua (Ayacucho),2p,1,n,[]E
Quechua (Ayacucho),2p,2,ki,SAP[-1 +2]
Quechua (Ayacucho),2p,3,cis,SAP[+2 +pl]
Quechua (Ayacucho),3s,1,n,[]E
Quechua (Ayacucho),3p,1,n,[]E
Quechua (Ayacucho),3p,2,ku,SAP[-2 +pl]
Quechua (Ayacucho),1s->2s,1,yki,[+1 -2]A->P[-1 +2]
Quechua (Ayacucho),1s->2p,1,yki,[+1 -2]A->P[-1 +2]
Quechua (Ayacucho),1s->2p,2,cis,SAP[+2 +pl]
Quechua (Ayacucho),1s->3s,1,n,[]E
Quechua (Ayacucho),1s->3s,2,i,SA[+1 -2]
Quechua (Ayacucho),1s->3p,1,n,[]E
Quechua (Ayacucho),1s->3p,2,i,SA[+1 -2]
Quechua (Ayacucho),1pe->2s,1,yki,[+1 -2]A->P[-1 +2]
Quechua (Ayacucho),1pe->2s,2,ku,SAP[-2 +pl]
Quechua (Ayacucho),1pe->2p,1,yki,[+1 -2]A->P[-1 +2]
Quechua (Ayacucho),1pe->2p,2,cis,SAP[+2 +pl]
Quechua (Ayacucho),1pe->3s,1,n,[]E
Quechua (Ayacucho),1pe->3s,2,i,SA[+1 -2]
Quechua (Ayacucho),1pe->3s,3,ku,SAP[-2 +pl]
Quechua (Ayacucho),1pe->3p,1,n,[]E
Quechua (Ayacucho),1pe->3p,2,i,SA[+1 -2]
Quechua (Ayacucho),1pe->3p,3,ku,SAP[-2 +pl]
Quechua (Ayacucho),1pi->3s,1,n,[]E
Quechua (Ayacucho),1pi->3s,2,cis,SAP[+2 +pl]
Quechua (Ayacucho),1pi->3p,1,n,[]E
Quechua (Ayacucho),1pi->3p,2,cis,SAP[+2 +pl]
Quechua (Ayacucho),2s->1s,1,wa,P[+1]
Quechua (Ayacucho),2s->1s,2,n,[]E
Quechua (Ayacucho),2s->1s,3,ki,SAP[-1 +2]
Quechua (Ayacucho),2s->1pe,1,wa,P[+1]
Quechua (Ayacucho),2s->1pe,2,n,[]E
Quechua (Ayacucho),2s->1pe,3,ki,SAP[-1 +2]
Quechua (Ayacucho),2s->1pe,4,ku,SAP[-2 +pl]
Quechua (Ayacucho),2s->3s,1,n,[]E
Quechua (Ayacucho),2s->3s,2,ki,SAP[-1 +2]
Quechua (Ayacucho),2s->3p,1,n,[]E
Quechua (Ayacucho),2s->3p,2,ki,SAP[-1 +2]
Quechua (Ayacucho),2p->1s,1,wa,P[+1]
Quechua (Ayacucho),2p->1s,2,n,[]E
Quechua (Ayacucho),2p->1s,3,ki,SAP[-1 +2]
Quechua (Ayacucho),2p->1s,4,cis,SAP[+2 +pl]
Quechua (Ayacucho),2p->1pe,1,wa,P[+1]
Quechua (Ayacucho),2p->1pe,2,n,[]E
Quechua (Ayacucho),2p->1pe,3,ki,SAP[-1 +2]
Quechua (Ayacucho),2p->1pe,4,ku,SAP[-2 +pl]
Quechua (Ayacucho),2p->3s,1,n,[]E
Quechua (Ayacucho),2p->3s,2,ki,SAP[-1 +2]
Quechua (Ayacucho),2p->3s,3,cis,SAP[+2 +pl]
Quechua (Ayacucho),2p->3p,1,n,[]E
Quechua (Ayacucho),2p->3p,2,ki,SAP[-1 +2]
Quechua (Ayacucho),2p->3p,3,cis,SAP[+2 +pl]
Quechua (Ayacucho),3s->1s,1,wa,P[+1]
Quechua (Ayacucho),3s->1s,2,n,[]E
Quechua (Ayacucho),3s->1pe,1,wa,P[+1]
Quechua (Ayacucho),3s->1pe,2,n,[]E
Quechua (Ayacucho),3s->1pe,3,ku,SAP[-2 +pl]
Quechua (Ayacucho),3s->1pi,1,wa,P[+1]
Quechua (Ayacucho),3s->1pi,2,n,[]E
Quechua (Ayacucho),3s->1pi,3,cis,SAP[+2 +pl]
Quechua (Ayacucho),3s->2s,1,su,[+3]A->P[-1 +2]
Quechua (Ayacucho),3s->2s,2,n,[]E
Quechua (Ayacucho),3s->2s,3,ki,SAP[-1 +2]
Quechua (Ayacucho),3s->2p,1,su,[+3]A->P[-1 +2]
Quechua (Ayacucho),3s->2p,2,n,[]E
Quechua (Ayacucho),3s->2p,3,ki,SAP[-1 +2]
Quechua (Ayacucho),3s->2p,4,cis,SAP[+2 +pl]
Quechua (Ayacucho),3s->3s,1,n,[]E
Quechua (Ayacucho),3s->3p,1,n,[]E
Quechua (Ayacucho),3p->1s,1,wa,P[+1]
Quechua (Ayacucho),3p->1s,2,n,[]E
Quechua (Ayacucho),3p->1s,3,ku,SAP[-2 +pl]
Quechua (Ayacucho),3p->1pe,1,wa,P[+1]
Quechua (Ayacucho),3p->1pe,2,n,[]E
Quechua (Ayacucho),3p->1pe,3,ku,SAP[-2 +pl]
Quechua (Ayacucho),3p->1pi,1,wa,P[+1]
Quechua (Ayacucho),3p->1pi,2,n,[]E
Quechua (Ayacucho),3p->1pi,3,cis,SAP[+2 +pl]
Quechua (Ayacucho),3p->2s,1,su,[+3]A->P[-1 +2]
Quechua (Ayacucho),3p->2s,2,n,[]E
Quechua (Ayacucho),3p->2s,3,ki,SAP[-1 +2]
Quechua (Ayacucho),3p->2s,4,ku,SAP[-2 +pl]
Quechua (Ayacucho),3p->2p,1,su,[+3]A->P[-1 +2]
Quechua (Ayacucho),3p->2p,2,n,[]E
Quechua (Ayacucho),3p->2p,3,ki,SAP[-1 +2]
Quechua (Ayacucho),3p->2p,4,cis,SAP[+2 +pl]
Quechua (Ayacucho),3p->3s,1,n,[]E
Quechua (Ayacucho),3p->3s,2,ku,SAP[-2 +pl]
Quechua (Ayacucho),3p->3p,1,n,[]E
Quechua (Ayacucho),3p->3p,2,ku,SAP[-2 +pl]
Reyesano,1s,-1,m,SAP[+1 +sg]
Reyesano,1p,-1,k,SAP[-3 +pl]
Reyesano,2s,-1,mi,SAP[+2]
Reyesano,2p,-2,mi,SAP[+2]
Reyesano,2p,-1,k,SAP[-3 +pl]
Reyesano,3p,1,ta,SA[+3]
Reyesano,1s->2s,-1,mi,SAP[+2]
Reyesano,1s->2p,-2,mi,SAP[+2]
Reyesano,1s->2p,-1,k,SAP[-3 +pl]
Reyesano,1s->3s,-1,m,SAP[+1 +sg]
Reyesano,1s->3p,-1,m,SAP[+1 +sg]
Reyesano,1p->2s,-1,mi,SAP[+2]
Reyesano,1p->2p,-2,mi,SAP[+2]
Reyesano,1p->2p,-1,k,SAP[-3 +pl]
Reyesano,1p->3s,-1,k,SAP[-3 +pl]
Reyesano,1p->3p,-1,k,SAP[-3 +pl]
Reyesano,2s->1s,-1,mi,SAP[+2]
Reyesano,2s->1p,-1,mi,SAP[+2]
Reyesano,2s->3s,-1,mi,SAP[+2]
Reyesano,2s->3p,-1,mi,SAP[+2]
Reyesano,2p->1s,-2,mi,SAP[+2]
Reyesano,2p->1s,-1,k,SAP[-3 +pl]
Reyesano,2p->1p,-2,mi,SAP[+2]
Reyesano,2p->1p,-1,k,SAP[-3 +pl]
Reyesano,2p->3s,-2,mi,SAP[+2]
Reyesano,2p->3s,-1,k,SAP[-3 +pl]
Reyesano,2p->3p,-2,mi,SAP[+2]
Reyesano,2p->3p,-1,k,SAP[-3 +pl]
Reyesano,3s->1s,-1,m,SAP[+1 +sg]
Reyesano,3s->1s,1,ta,SA[+3]
Reyesano,3s->1p,-1,k,SAP[-3 +pl]
Reyesano,3s->1p,1,ta,SA[+3]
Reyesano,3s->2s,-1,mi,SAP[+2]
Reyesano,3s->2s,1,ta,SA[+3]
Reyesano,3s->2p,-2,mi,SAP[+2]
Reyesano,3s->2p,-1,k,SAP[-3 +pl]
Reyesano,3s->2p,1,ta,SA[+3]
Reyesano,3s->3s,1,ta,SA[+3]
Reyesano,3s->3p,1,ta,SA[+3]
Reyesano,3p->1s,-1,m,SAP[+1 +sg]
Reyesano,3p->1s,1,ta,SA[+3]
Reyesano,3p->1p,-1,k,SAP[-3 +pl]
Reyesano,3p->1p,1,ta,SA[+3]
Reyesano,3p->2s,-1,mi,SAP[+2]
Reyesano,3p->2s,1,ta,SA[+3]
Reyesano,3p->2p,-2,mi,SAP[+2]
Reyesano,3p->2p,-1,k,SAP[-3 +pl]
Reyesano,3p->2p,1,ta,SA[+3]
Reyesano,3p->3s,1,ta,SA[+3]
Reyesano,3p->3p,1,ta,SA[+3]
Sahu,1s,-1,to,SA[+1 +sg]
Sahu,1pe,-1,mi,SA[+1 -2 +pl]
Sahu,1pi,-2,w,SA[+1 +2]
Sahu,1pi,-1,o,SA[+2]
Sahu,2s,-2,n,S[+2 +sg]
Sahu,2s,-1,o,SA[+2]
Sahu,2p,-1,ni,SAP[-1 +2]
Sahu,3s.m,-1,o,S[+sg +masc]
Sahu,3s.f,-1,mo,SA[+sg +fem]
Sahu,3s.n,-1,i,S[-fem]
Sahu,3p.m,-3,a,SAP[+3]
Sahu,3p.m,-2,'d,S[+pl +masc]
Sahu,3p.m,-1,i,S[-fem]
Sahu,3p.f,-2,a,SAP[+3]
Sahu,3p.f,-1,'du,S[+pl +fem]
Sahu,3p.n,-1,i,S[-fem]
Sahu,1s->2s,-2,to,SA[+1 +sg]
Sahu,1s->2s,-1,ni,SAP[-1 +2]
Sahu,1s->2p,-3,to,SA[+1 +sg]
Sahu,1s->2p,-2,n,AP[+2]
Sahu,1s->2p,-1,u,P[-3 +pl]
Sahu,1s->3s.m,-2,to,SA[+1 +sg]
Sahu,1s->3s.m,-1,u,AP[+sg +masc]
Sahu,1s->3s.f,-2,to,SA[+1 +sg]
Sahu,1s->3s.f,-1,mi,P[+sg -masc]
Sahu,1s->3s.n,-2,to,SA[+1 +sg]
Sahu,1s->3s.n,-1,a,SAP[+3]
Sahu,1s->3p.m,-3,to,SA[+1 +sg]
Sahu,1s->3p.m,-2,a,SAP[+3]
Sahu,1s->3p.m,-1,ʔu,P[-2 +pl]
Sahu,1s->3p.f,-3,to,SA[+1 +sg]
Sahu,1s->3p.f,-2,a,SAP[+3]
Sahu,1s->3p.f,-1,ʔu,P[-2 +pl]
Sahu,1s->3p.n,-2,to,SA[+1 +sg]
Sahu,1s->3p.n,-1,a,SAP[+3]
Sahu,1pe->2s,-2,mi,SA[+1 -2 +pl]
Sahu,1pe->2s,-1,ni,SAP[-1 +2]
Sahu,1pe->2p,-3,mi,SA[+1 -2 +pl]
Sahu,1pe->2p,-2,n,AP[+2]
Sahu,1pe->2p,-1,u,P[-3 +pl]
Sahu,1pe->3s.m,-2,mi,SA[+1 -2 +pl]
Sahu,1pe->3s.m,-1,u,AP[+sg +masc]
Sahu,1pe->3s.f,-2,mi,P[+sg -masc]
Sahu,1pe->3s.f,-1,mi,SA[+1 -2 +pl]
Sahu,1pe->3s.n,-2,mi,P[+sg -masc]
Sahu,1pe->3s.n,-1,a,SAP[+3]
Sahu,1pe->3p.m,-3,mi,SA[+1 -2 +pl]
Sahu,1pe->3p.m,-2,a,SAP[+3]
Sahu,1pe->3p.m,-1,ʔu,P[-2 +pl]
Sahu,1pe->3p.f,-3,mi,SA[+1 -2 +pl]
Sahu,1pe->3p.f,-2,a,SAP[+3]
Sahu,1pe->3p.f,-1,ʔu,P[-2 +pl]
Sahu,1pe->3p.n,-2,mi,SA[+1 -2 +pl]
Sahu,1pe->3p.n,-1,a,SAP[+3]
Sahu,1pi->3s.m,-3,w,SA[+1 +2]
Sahu,1pi->3s.m,-2,o,SA[+2]
Sahu,1pi->3s.m,-1,u,AP[+sg +masc]
Sahu,1pi->3s.f,-3,w,SA[+1 +2]
Sahu,1pi->3s.f,-2,o,SA[+2]
Sahu,1pi->3s.f,-1,mi,P[+sg -masc]
Sahu,1pi->3s.n,-3,w,SA[+1 +2]
Sahu,1pi->3s.n,-2,o,SA[+2]
Sahu,1pi->3s.n,-1,a,SAP[+3]
Sahu,1pi->3p.m,-4,w,SA[+1 +2]
Sahu,1pi->3p.m,-3,o,SA[+2]
Sahu,1pi->3p.m,-2,a,SAP[+3]
Sahu,1pi->3p.m,-1,ʔu,P[-2 +pl]
Sahu,1pi->3p.f,-4,w,SA[+1 +2]
Sahu,1pi->3p.f,-3,o,SA[+2]
Sahu,1pi->3p.f,-2,a,SAP[+3]
Sahu,1pi->3p.f,-1,ʔu,P[-2 +pl]
Sahu,1pi->3p.n,-3,w,SA[+1 +2]
Sahu,1pi->3p.n,-2,o,SA[+2]
Sahu,1pi->3p.n,-1,a,SAP[+3]
Sahu,2s->1s,-3,n,AP[+2]
Sahu,2s->1s,-2,o,SA[+2]
Sahu,2s->1s,-1,ri,P[+1 +sg]
Sahu,2s->1pe,-5,n,AP[+2]
Sahu,2s->1pe,-4,o,SA[+2]
Sahu,2s->1pe,-3,m,P[+1 -2 +pl]
Sahu,2s->1pe,-2,u,P[-3 +pl]
Sahu,2s->1pe,-1,ʔu,P[-2 +pl]
Sahu,2s->3s.m,-3,n,AP[+2]
Sahu,2s->3s.m,-2,o,SA[+2]
Sahu,2s->3s.m,-1,u,AP[+sg +masc]
Sahu,2s->3s.f,-3,n,AP[+2]
Sahu,2s->3s.f,-2,o,SA[+2]
Sahu,2s->3s.f,-1,mi,P[+sg -masc]
Sahu,2s->3s.n,-3,n,AP[+2]
Sahu,2s->3s.n,-2,o,SA[+2]
Sahu,2s->3s.n,-1,a,SAP[+3]
Sahu,2s->3p.m,-4,n,AP[+2]
Sahu,2s->3p.m,-3,o,SA[+2]
Sahu,2s->3p.m,-2,a,SAP[+3]
Sahu,2s->3p.m,-1,ʔu,P[-2 +pl]
Sahu,2s->3p.f,-4,n,AP[+2]
Sahu,2s->3p.f,-3,o,SA[+2]
Sahu,2s->3p.f,-2,a,SAP[+3]
Sahu,2s->3p.f,-1,ʔu,P[-2 +pl]
Sahu,2s->3p.n,-3,n,AP[+2]
Sahu,2s->3p.n,-2,o,SA[+2]
Sahu,2s->3p.n,-1,a,SAP[+3]
Sahu,2p->1s,-2,ni,SAP[-1 +2]
Sahu,2p->1s,-1,ri,P[+1 +sg]
Sahu,2p->1pe,-4,ni,SAP[-1 +2]
Sahu,2p->1pe,-3,m,P[+1 -2 +pl]
Sahu,2p->1pe,-2,u,P[-3 +pl]
Sahu,2p->1pe,-1,ʔu,P[-2 +pl]
Sahu,2p->3s.m,-2,ni,SAP[-1 +2]
Sahu,2p->3s.m,-1,u,AP[+sg +masc]
Sahu,2p->3s.f,-2,ni,SAP[-1 +2]
Sahu,2p->3s.f,-1,mi,P[+sg -masc]
Sahu,2p->3s.n,-2,ni,SAP[-1 +2]
Sahu,2p->3s.n,-1,a,SAP[+3]
Sahu,2p->3p.m,-3,ni,SAP[-1 +2]
Sahu,2p->3p.m,-2,a,SAP[+3]
Sahu,2p->3p.m,-1,ʔu,P[-2 +pl]
Sahu,2p->3p.f,-3,ni,SAP[-1 +2]
Sahu,2p->3p.f,-2,a,SAP[+3]
Sahu,2p->3p.f,-1,ʔu,P[-2 +pl]
Sahu,2p->3p.n,-2,ni,SAP[-1 +2]
Sahu,2p->3p.n,-1,a,SAP[+3]
Sahu,3s.m->1s,-1,ri,P[+1 +sg]
Sahu,3s.m->1pe,-3,m,P[+1 -2 +pl]
Sahu,3s.m->1pe,-2,u,AP[+sg +masc]
Sahu,3s.m->1pe,-1,ʔu,P[-2 +pl]
Sahu,3s.m->1pi,-2,n,AP[+2]
Sahu,3s.m->1pi,-1,a,SAP[+3]
Sahu,3s.m->2s,-1,ni,SAP[-1 +2]
Sahu,3s.m->2p,-2,n,AP[+2]
Sahu,3s.m->2p,-1,u,AP[+sg +masc]
Sahu,3s.m->3s.m,-1,u,AP[+sg +masc]
Sahu,3s.m->3s.f,-1,mi,P[+sg -masc]
Sahu,3s.m->3s.n,-1,a,SAP[+3]
Sahu,3s.m->3p.m,-2,a,SAP[+3]
Sahu,3s.m->3p.m,-1,ʔu,P[-2 +pl]
Sahu,3s.m->3p.f,-2,a,SAP[+3]
Sahu,3s.m->3p.f,-1,ʔu,P[-2 +pl]
Sahu,3s.m->3p.n,-1,a,SAP[+3]
Sahu,3s.f->1s,-2,mo,SA[+sg +fem]
Sahu,3s.f->1s,-1,ri,P[+1 +sg]
Sahu,3s.f->1pe,-4,mo,SA[+sg +fem]
Sahu,3s.f->1pe,-3,m,P[+1 -2 +pl]
Sahu,3s.f->1pe,-2,u,P[-3 +pl]
Sahu,3s.f->1pe,-1,ʔu,P[-2 +pl]
Sahu,3s.f->1pi,-3,mo,SA[+sg +fem]
Sahu,3s.f->1pi,-2,n,AP[+2]
Sahu,3s.f->1pi,-1,a,SAP[+3]
Sahu,3s.f->2s,-2,mo,SA[+sg +fem]
Sahu,3s.f->2s,-1,ni,SAP[-1 +2]
Sahu,3s.f->2p,-3,mo,SA[+sg +fem]
Sahu,3s.f->2p,-2,n,AP[+2]
Sahu,3s.f->2p,-1,u,P[-3 +pl]
Sahu,3s.f->3s.m,-2,mo,SA[+sg +fem]
Sahu,3s.f->3s.m,-1,u,AP[+sg +masc]
Sahu,3s.f->3s.f,-2,mo,SA[+sg +fem]
Sahu,3s.f->3s.f,-1,mi,P[+sg -masc]
Sahu,3s.f->3s.n,-2,mo,SA[+sg +fem]
Sahu,3s.f->3s.n,-1,a,SAP[+3]
Sahu,3s.f->3p.m,-3,mo,SA[+sg +fem]
Sahu,3s.f->3p.m,-2,a,SAP[+3]
Sahu,3s.f->3p.m,-1,ʔu,P[-2 +pl]
Sahu,3s.f->3p.f,-3,mo,SA[+sg +fem]
Sahu,3s.f->3p.f,-2,a,SAP[+3]
Sahu,3s.f->3p.f,-1,ʔu,P[-2 +pl]
Sahu,3s.f->3p.n,-2,mo,SA[+sg +fem]
Sahu,3s.f->3p.n,-1,a,SAP[+3]
Sahu,3s.n->1s,-1,ri,P[+1 +sg]
Sahu,3s.n->1pe,-3,m,P[+1 -2 +pl]
Sahu,3s.n->1pe,-2,u,P[-3 +pl]
Sahu,3s.n->1pe,-1,ʔu,P[-2 +pl]
Sahu,3s.n->1pi,-2,n,AP[+2]
Sahu,3s.n->1pi,-1,a,SAP[+3]
Sahu,3s.n->2s,-1,ni,SAP[-1 +2]
Sahu,3s.n->2p,-2,n,AP[+2]
Sahu,3s.n->2p,-1,u,P[-3 +pl]
Sahu,3s.n->3s.m,-1,u,AP[+sg +masc]
Sahu,3s.n->3s.f,-1,mi,P[+sg -masc]
Sahu,3s.n->3s.n,-1,a,SAP[+3]
Sahu,3s.n->3p.m,-2,a,SAP[+3]
Sahu,3s.n->3p.m,-1,ʔu,P[-2 +pl]
Sahu,3s.n->3p.f,-2,a,SAP[+3]
Sahu,3s.n->3p.f,-1,ʔu,P[-2 +pl]
Sahu,3s.n->3p.n,-1,a,SAP[+3]
Sahu,3p.m->1s,-1,ri,P[+1 +sg]
Sahu,3p.m->1pe,-3,m,P[+1 -2 +pl]
Sahu,3p.m->1pe,-2,u,P[-3 +pl]
Sahu,3p.m->1pe,-1,ʔu,P[-2 +pl]
Sahu,3p.m->1pi,-2,n,AP[+2]
Sahu,3p.m->1pi,-1,a,SAP[+3]
Sahu,3p.m->2s,-1,ni,SAP[-1 +2]
Sahu,3p.m->2p,-2,n,AP[+2]
Sahu,3p.m->2p,-1,u,P[-3 +pl]
Sahu,3p.m->3s.m,-1,u,AP[+sg +masc]
Sahu,3p.m->3s.f,-1,mi,P[+sg -masc]
Sahu,3p.m->3s.n,-1,a,SAP[+3]
Sahu,3p.m->3p.m,-2,a,SAP[+3]
Sahu,3p.m->3p.m,-1,ʔu,P[-2 +pl]
Sahu,3p.m->3p.f,-2,a,SAP[+3]
Sahu,3p.m->3p.f,-1,ʔu,P[-2 +pl]
Sahu,3p.m->3p.n,-1,a,SAP[+3]
Sahu,3p.f->1s,-1,ri,P[+1 +sg]
Sahu,3p.f->1pe,-3,m,P[+1 -2 +pl]
Sahu,3p.f->1pe,-2,u,P[-3 +pl]
Sahu,3p.f->1pe,-1,ʔu,P[-2 +pl]
Sahu,3p.f->1pi,-2,n,AP[+2]
Sahu,3p.f->1pi,-1,a,SAP[+3]
Sahu,3p.f->2s,-1,ni,SAP[-1 +2]
Sahu,3p.f->2p,-2,n,AP[+2]
Sahu,3p.f->2p,-1,u,P[-3 +pl]
Sahu,3p.f->3s.m,-1,u,AP[+sg +masc]
Sahu,3p.f->3s.f,-1,mi,P[+sg -masc]
Sahu,3p.f->3s.n,-1,a,SAP[+3]
Sahu,3p.f->3p.m,-2,a,SAP[+3]
Sahu,3p.f->3p.m,-1,ʔu,P[-2 +pl]
Sahu,3p.f->3p.f,-2,a,SAP[+3]
Sahu,3p.f->3p.f,-1,ʔu,P[-2 +pl]
Sahu,3p.f->3p.n,-1,a,SAP[+3]
Sahu,3p.n->1s,-1,ri,P[+1 +sg]
Sahu,3p.n->1pe,-3,m,P[+1 -2 +pl]
Sahu,3p.n->1pe,-2,u,P[-3 +pl]
Sahu,3p.n->1pe,-1,ʔu,P[-2 +pl]
Sahu,3p.n->1pi,-2,n,AP[+2]
Sahu,3p.n->1pi,-1,a,SAP[+3]
Sahu,3p.n->2s,-1,ni,SAP[-1 +2]
Sahu,3p.n->2p,-2,n,AP[+2]
Sahu,3p.n->2p,-1,u,P[-3 +pl]
Sahu,3p.n->3s.m,-1,u,AP[+sg +masc]
Sahu,3p.n->3s.f,-1,mi,P[+sg -masc]
Sahu,3p.n->3s.n,-1,a,SAP[+3]
Sahu,3p.n->3p.m,-2,a,SAP[+3]
Sahu,3p.n->3p.m,-1,ʔu,P[-2 +pl]
Sahu,3p.n->3p.f,-2,a,SAP[+3]
Sahu,3p.n->3p.f,-1,ʔu,P[-2 +pl]
Sahu,3p.n->3p.n,-1,a,SAP[+3]
Siuslawan,1s,1,n,SAP[+1]
Siuslawan,1de,1,aᵘx,SAP[-2 +du]
Siuslawan,1de,2,un,SAP[-2]
Siuslawan,1pe,1,nx,SAP[-du]
Siuslawan,1pe,2,an,SAP[+1 -2 +pl]
Siuslawan,1di,1,n,SAP[+1]
Siuslawan,1di,2,s,SAP[+1 +2 +du]
Siuslawan,1pi,1,n,SAP[+1]
Siuslawan,1pi,2,ɬ,SAP[+1 +2 +pl]
Siuslawan,2s,1,nx,SAP[-du]
Siuslawan,2d,1,ts,SAP[-1 +2 +du]
Siuslawan,2p,1,tci,SAP[-1 +2 +pl]
Siuslawan,3d,1,aᵘx,SAP[-2 +du]
Siuslawan,3p,1,nx,SAP[-du]
Siuslawan,1s->2s,1,uts,P[-3]
Siuslawan,1s->2s,2,nx,SAP[-du]
Siuslawan,1s->2d,1,uts,P[-3]
Siuslawan,1s->2d,2,ts,SAP[-1 +2 +du]
Siuslawan,1s->2d,3,n,SAP[+1]
Siuslawan,1s->2p,1,uts,P[-3]
Siuslawan,1s->2p,2,tci,SAP[-1 +2 +pl]
Siuslawan,1s->2p,3,n,SAP[+1]
Siuslawan,1s->3s,1,un,SAP[-2]
Siuslawan,1s->3d,1,un,SAP[-2]
Siuslawan,1s->3d,2,aᵘx,SAP[-2 +du]
Siuslawan,1s->3d,3,n,SAP[+1]
Siuslawan,1s->3p,1,un,SAP[-2]
Siuslawan,1s->3p,2,nx,SAP[-du]
Siuslawan,1s->3p,3,n,SAP[+1]
Siuslawan,1de->2s,1,uts,P[-3]
Siuslawan,1de->2s,2,aᵘx,SAP[-2 +du]
Siuslawan,1de->2s,3,un,SAP[-2]
Siuslawan,1de->2d,1,uts,P[-3]
Siuslawan,1de->2d,2,ts,SAP[-1 +2 +du]
Siuslawan,1de->2d,3,aᵘx,SAP[-2 +du]
Siuslawan,1de->2d,4,un,SAP[-2]
Siuslawan,1de->2p,1,uts,P[-3]
Siuslawan,1de->2p,2,tci,SAP[-1 +2 +pl]
Siuslawan,1de->2p,3,aᵘx,SAP[-2 +du]
Siuslawan,1de->2p,4,un,SAP[-2]
Siuslawan,1de->3s,1,u,[+1 -2 +du]A->P[+3]
Siuslawan,1de->3s,2,n,SAP[+1]
Siuslawan,1de->3s,3,aᵘx,SAP[-2 +du]
Siuslawan,1de->3s,4,un,SAP[-2]
Siuslawan,1de->3d,1,u,[+1 -2 +du]A->P[+3]
Siuslawan,1de->3d,2,n,SAP[+1]
Siuslawan,1de->3d,3,aᵘx,[+1 -2 +du]AP1<->AP2[+3 +du]
Siuslawan,1de->3d,4,aᵘx,SAP[-2 +du]
Siuslawan,1de->3d,5,un,SAP[-2]
Siuslawan,1de->3p,1,u,[+1 -2 +du]A->P[+3]
Siuslawan,1de->3p,2,n,SAP[+1]
Siuslawan,1de->3p,3,nx,SAP[-du]
Siuslawan,1de->3p,4,aᵘx,SAP[-2 +du]
Siuslawan,1de->3p,5,un,SAP[-2]
Siuslawan,1pe->2s,1,uts,P[-3]
Siuslawan,1pe->2s,2,nx,SAP[-du]
Siuslawan,1pe->2s,3,an,SAP[+1 -2 +pl]
Siuslawan,1pe->2d,1,uts,P[-3]
Siuslawan,1pe->2d,2,ts,SAP[-1 +2 +du]
Siuslawan,1pe->2d,3,nx,SAP[-du]
Siuslawan,1pe->2d,4,an,SAP[+1 -2 +pl]
Siuslawan,1pe->2p,1,uts,P[-3]
Siuslawan,1pe->2p,2,tci,SAP[-1 +2 +pl]
Siuslawan,1pe->2p,3,nx,SAP[-du]
Siuslawan,1pe->2p,4,an,SAP[+1 -2 +pl]
Siuslawan,1pe->3s,1,un,SAP[-2]
Siuslawan,1pe->3s,2,nx,SAP[-du]
Siuslawan,1pe->3s,3,an,SAP[+1 -2 +pl]
Siuslawan,1pe->3d,1,un,SAP[-2]
Siuslawan,1pe->3d,2,aᵘx,SAP[-2 +du]
Siuslawan,1pe->3d,3,nx,SAP[-du]
Siuslawan,1pe->3d,4,an,SAP[+1 -2 +pl]
Siuslawan,1pe->3p,1,un,SAP[-2]
Siuslawan,1pe->3p,2,nx,SAP[-du]
