Language,Cell,Position,Form,Meaning
Jumjum,2s,1,HʌH,S[+2 +sg]
Jumjum,2p,1,H,SP[-3]
Jumjum,2p,2,ɛ,SP[-1 +2 +pl]
Jumjum,2p,3,L,SA[-1]
Jumjum,3s,1,L,SA[-1]
Jumjum,3p,1,Lɔk,S[+3 +pl]
Jumjum,3p,2,L,SA[-1]
Jumjum,1s->2s,1,HɛniH,[+1 +sg]A->P[+2 +sg]
Jumjum,1s->2p,1,H,[+1 +sg]A->P[-1 +2 +pl]
Jumjum,1s->2p,2,L,[-1 +2 +pl]AP1<->AP2[+1 -2]
Jumjum,1s->2p,3,ɛ,SP[-1 +2 +pl]
Jumjum,1s->2p,4,H,SP[-3]
Jumjum,1s->3s,1,HʌL,SA[-3 +sg]
Jumjum,1s->3p,1,HʌL,SA[-3 +sg]
Jumjum,1pe->2s,1,HgiL,P[+2 +sg]
Jumjum,1pe->2p,1,HLgɛH,P[-1 +2 +pl]
Jumjum,1pe->3s,1,HɔnL,SA[+1 -2 +pl]
Jumjum,1pe->3p,1,HɔnL,SA[+1 -2 +pl]
Jumjum,1di->3s,1,HiL,SA[-sg -pl]
Jumjum,1di->3p,1,HiL,SA[-sg -pl]
Jumjum,1pi->3s,1,HinL,SA[+1 +2 +pl]
Jumjum,1pi->3p,1,HinL,SA[+1 +2 +pl]
Jumjum,2s->1s,1,HjaH,[+2 +sg]A->P[+1 +sg]
Jumjum,2s->1pe,1,H,SP[-3]
Jumjum,2s->1pe,2,L,SA[-1]
Jumjum,2s->1pe,3,ɔn,P[+1 -2 +pl]
Jumjum,2s->1pe,4,H,P[+1 -sg]
Jumjum,2s->3s,1,HʌL,SA[-3 +sg]
Jumjum,2s->3p,1,HʌL,SA[-3 +sg]
Jumjum,2p->1s,1,H,SP[-3]
Jumjum,2p->1s,2,La,P[+1 +sg]
Jumjum,2p->1s,3,L,SA[-1]
Jumjum,2p->1pe,1,H,SP[-3]
Jumjum,2p->1pe,2,L,[-1 +2 +pl]AP1<->AP2[+1 -2]
Jumjum,2p->1pe,3,ɔn,P[+1 -2 +pl]
Jumjum,2p->1pe,4,L,SA[-1]
Jumjum,2p->3s,1,HɛH,[-1]A->P[+3]
Jumjum,2p->3p,1,HɛH,[-1]A->P[+3]
Jumjum,3s->1s,1,La,P[+1 +sg]
Jumjum,3s->1s,2,L,SA[-1]
Jumjum,3s->1pe,1,L,SA[-1]
Jumjum,3s->1pe,2,ɔn,P[+1 -2 +pl]
Jumjum,3s->1pe,3,H,SP[-3]
Jumjum,3s->1di,1,L,SA[-1]
Jumjum,3s->1di,2,i,P[+1 +2]
Jumjum,3s->1di,3,H,SP[-3]
Jumjum,3s->1pi,1,L,SA[-1]
Jumjum,3s->1pi,2,i,P[+1 +2]
Jumjum,3s->1pi,3,n,P[+1 +2 +pl]
Jumjum,3s->1pi,4,H,SP[-3]
Jumjum,3s->2s,1,Ley,[+3 +sg]A->P[+2 +sg]
Jumjum,3s->2s,2,L,SA[-1]
Jumjum,3s->2p,1,L,SA[-1]
Jumjum,3s->2p,2,ɛ,SP[-1 +2 +pl]
Jumjum,3s->2p,3,H,SP[-3]
Jumjum,3s->3s,1,HɛH,[-1]A->P[+3]
Jumjum,3s->3p,1,HɛH,[-1]A->P[+3]
Jumjum,3p->1s,1,H,SP[-3]
Jumjum,3p->1s,2,g,[+3 +pl]A->P[+1]
Jumjum,3p->1s,3,a,[+3 +pl]A->P[+1 +sg]
Jumjum,3p->1s,4,L,SA[-1]
Jumjum,3p->1pe,1,H,SP[-3]
Jumjum,3p->1pe,2,L,SA[-1]
Jumjum,3p->1pe,3,g,[+3 +pl]A->P[+1]
Jumjum,3p->1pe,4,ɔn,P[+1 -2 +pl]
Jumjum,3p->1pe,5,H,P[+1 -sg]
Jumjum,3p->1di,1,H,SP[-3]
Jumjum,3p->1di,2,L,SA[-1]
Jumjum,3p->1di,3,g,[+3 +pl]A->P[+1]
Jumjum,3p->1di,4,i,P[+1 +2]
Jumjum,3p->1di,5,H,P[+1 -sg]
Jumjum,3p->1pi,1,H,SP[-3]
Jumjum,3p->1pi,2,L,SA[-1]
Jumjum,3p->1pi,3,g,[+3 +pl]A->P[+1]
Jumjum,3p->1pi,4,i,P[+1 +2]
Jumjum,3p->1pi,5,n,P[+1 +2 +pl]
Jumjum,3p->1pi,6,H,P[+1 -sg]
Jumjum,3p->2s,1,HgiL,P[+2 +sg]
Jumjum,3p->2p,1,HLgɛH,P[-1 +2 +pl]
Jumjum,3p->3s,1,HgʌL,[+3 +pl]A->P[+3]
Jumjum,3p->3p,1,HgʌL,[+3 +pl]A->P[+3]
Karuk,1s,-1,ni,SA[+1 +sg]
Karuk,1p,-1,nu,SA[+1]
Karuk,2s,-1,ʔi,SAP[+2 +sg]
Karuk,2p,-1,ku,SA[+2 +pl]
Karuk,3s,-1,ʔu,S[+3 +sg]
Karuk,3p,-1,kun,S[+3 +pl]
Karuk,1s->2s,-1,nu,SA[+1]
Karuk,1s->2p,-1,kiik,P[+2 +pl]
Karuk,1s->2p,1,ap,P[+2]
Karuk,1s->3s,-1,ni,SA[+1 +sg]
Karuk,1s->3p,-1,ni,SA[+1 +sg]
Karuk,1p->2s,-1,nu,SA[+1]
Karuk,1p->2p,-1,kiik,P[+2 +pl]
Karuk,1p->2p,1,ap,P[+2]
Karuk,1p->3s,-1,nu,SA[+1]
Karuk,1p->3p,-1,nu,SA[+1]
Karuk,2s->1s,-1,na,P[+1 +sg]
Karuk,2s->1p,-1,kin,P[-2 +pl]
Karuk,2s->3s,-1,ʔi,SAP[+2 +sg]
Karuk,2s->3p,-1,ʔi,SAP[+2 +sg]
Karuk,2p->1s,-2,ka,[-1 +pl]A->P[+1 +sg]
Karuk,2p->1s,-1,na,P[+1 +sg]
Karuk,2p->1p,-1,kin,P[-2 +pl]
Karuk,2p->3s,-1,ku,SA[+2 +pl]
Karuk,2p->3p,-1,ku,SA[+2 +pl]
Karuk,3s->1s,-1,na,P[+1 +sg]
Karuk,3s->1p,-1,kin,P[-2 +pl]
Karuk,3s->2s,-1,ʔi,SAP[+2 +sg]
Karuk,3s->2s,1,ap,P[+2]
Karuk,3s->2p,-1,kiik,P[+2 +pl]
Karuk,3s->2p,1,ap,P[+2]
Karuk,3s->3s,-1,ʔu,[+3 +sg]A->P[+3]
Karuk,3s->3p,-1,ʔu,[+3 +sg]A->P[+3]
Karuk,3p->1s,-2,ka,[-1 +pl]A->P[+1 +sg]
Karuk,3p->1s,-1,na,P[+1 +sg]
Karuk,3p->1p,-1,kin,P[-2 +pl]
Karuk,3p->2s,-1,ʔi,SAP[+2 +sg]
Karuk,3p->2s,1,ap,P[+2]
Karuk,3p->2p,-1,kiik,P[+2 +pl]
Karuk,3p->2p,1,ap,P[+2]
Karuk,3p->3s,-1,kun,[+3 +pl]A->P[+3 +sg]
Karuk,3p->3p,-1,kin,P[-2 +pl]
Ket,1s,-1,di,SA[+1]
Ket,1p,-1,di,SA[+1]
Ket,2s,-1,ku,SA[+2]
Ket,2p,-1,ku,SA[+2]
Ket,3s.m,-1,du,SA[+3]
Ket,3s.f,-1,dʌ,SA[+sg -masc]
Ket,3s.n,-1,dʌ,SA[+sg -masc]
Ket,3p.m,-1,du,SA[+3]
Ket,3p.f,-1,du,SA[+3]
Ket,3p.n,-1,du,SA[+3]
Ket,1s->2s,-2,di,SA[+1]
Ket,1s->2s,-1,ɣu,P[+2 +sg]
Ket,1s->2p,-3,di,SA[+1]
Ket,1s->2p,-2,ɣa,P[+2 +pl]
Ket,1s->2p,-1,ŋ,P[+2 +pl]
Ket,1s->3s.m,-2,di,SA[+1]
Ket,1s->3s.m,-1,ɣa,AP[+sg +masc]
Ket,1s->3s.f,-1,di,SA[+1]
Ket,1s->3s.n,-1,di,SA[+1]
Ket,1s->3p.m,-2,di,SA[+1]
Ket,1s->3p.m,-1,aŋa,P[+3 +pl]
Ket,1s->3p.f,-2,di,SA[+1]
Ket,1s->3p.f,-1,aŋa,P[+3 +pl]
Ket,1s->3p.n,-2,di,SA[+1]
Ket,1s->3p.n,-1,aŋa,P[+3 +pl]
Ket,1p->2s,-2,di,SA[+1]
Ket,1p->2s,-1,ɣu,P[+2 +sg]
Ket,1p->2s,1,in,A[+pl]
Ket,1p->2p,-3,di,SA[+1]
Ket,1p->2p,-2,ɣa,P[+2 +pl]
Ket,1p->2p,-1,ŋ,P[+2 +pl]
Ket,1p->2p,1,in,A[+pl]
Ket,1p->3s.m,-2,di,SA[+1]
Ket,1p->3s.m,-1,ɣa,AP[+sg +masc]
Ket,1p->3s.m,1,in,A[+pl]
Ket,1p->3s.f,-1,di,SA[+1]
Ket,1p->3s.f,1,in,A[+pl]
Ket,1p->3s.n,-1,di,SA[+1]
Ket,1p->3s.n,1,in,A[+pl]
Ket,1p->3p.m,-2,di,SA[+1]
Ket,1p->3p.m,-1,aŋa,P[+3 +pl]
Ket,1p->3p.m,1,in,A[+pl]
Ket,1p->3p.f,-2,di,SA[+1]
Ket,1p->3p.f,-1,aŋa,P[+3 +pl]
Ket,1p->3p.f,1,in,A[+pl]
Ket,1p->3p.n,-2,di,SA[+1]
Ket,1p->3p.n,-1,aŋa,P[+3 +pl]
Ket,1p->3p.n,1,in,A[+pl]
Ket,2s->1s,-2,ku,SA[+2]
Ket,2s->1s,-1,ri,P[+1 +sg]
Ket,2s->1p,-2,ku,SA[+2]
Ket,2s->1p,-1,daŋ,P[+1 +pl]
Ket,2s->3s.m,-2,ku,SA[+2]
Ket,2s->3s.m,-1,ɣa,AP[+sg +masc]
Ket,2s->3s.f,-1,ku,SA[+2]
Ket,2s->3s.n,-1,ku,SA[+2]
Ket,2s->3p.m,-2,ku,SA[+2]
Ket,2s->3p.m,-1,aŋa,P[+3 +pl]
Ket,2s->3p.f,-2,ku,SA[+2]
Ket,2s->3p.f,-1,aŋa,P[+3 +pl]
Ket,2s->3p.n,-2,ku,SA[+2]
Ket,2s->3p.n,-1,aŋa,P[+3 +pl]
Ket,2p->1s,-2,ku,SA[+2]
Ket,2p->1s,-1,ri,P[+1 +sg]
Ket,2p->1s,1,in,A[+pl]
Ket,2p->1p,-2,ku,SA[+2]
Ket,2p->1p,-1,daŋ,P[+1 +pl]
Ket,2p->1p,1,in,A[+pl]
Ket,2p->3s.m,-2,ku,SA[+2]
Ket,2p->3s.m,-1,ɣa,AP[+sg +masc]
Ket,2p->3s.m,1,in,A[+pl]
Ket,2p->3s.f,-1,ku,SA[+2]
Ket,2p->3s.f,1,in,A[+pl]
Ket,2p->3s.n,-1,ku,SA[+2]
Ket,2p->3s.n,1,in,A[+pl]
Ket,2p->3p.m,-2,ku,SA[+2]
Ket,2p->3p.m,-1,aŋa,P[+3 +pl]
Ket,2p->3p.m,1,in,A[+pl]
Ket,2p->3p.f,-2,ku,SA[+2]
Ket,2p->3p.f,-1,aŋa,P[+3 +pl]
Ket,2p->3p.f,1,in,A[+pl]
Ket,2p->3p.n,-2,ku,SA[+2]
Ket,2p->3p.n,-1,aŋa,P[+3 +pl]
Ket,2p->3p.n,1,in,A[+pl]
Ket,3s.m->1s,-2,du,SA[+3]
Ket,3s.m->1s,-1,ri,P[+1 +sg]
Ket,3s.m->1p,-2,du,SA[+3]
Ket,3s.m->1p,-1,daŋ,P[+1 +pl]
Ket,3s.m->2s,-2,du,SA[+3]
Ket,3s.m->2s,-1,ɣu,P[+2 +sg]
Ket,3s.m->2p,-3,du,SA[+3]
Ket,3s.m->2p,-2,ɣa,AP[+sg +masc]
Ket,3s.m->2p,-1,ŋ,P[+2 +pl]
Ket,3s.m->3s.m,-2,du,SA[+3]
Ket,3s.m->3s.m,-1,ɣa,AP[+sg +masc]
Ket,3s.m->3s.f,-1,du,SA[+3]
Ket,3s.m->3s.n,-1,du,SA[+3]
Ket,3s.m->3p.m,-2,du,SA[+3]
Ket,3s.m->3p.m,-1,aŋa,P[+3 +pl]
Ket,3s.m->3p.f,-2,du,SA[+3]
Ket,3s.m->3p.f,-1,aŋa,P[+3 +pl]
Ket,3s.m->3p.n,-2,du,SA[+3]
Ket,3s.m->3p.n,-1,aŋa,P[+3 +pl]
Ket,3s.f->1s,-2,dʌ,SA[+sg -masc]
Ket,3s.f->1s,-1,ri,P[+1 +sg]
Ket,3s.f->1p,-2,dʌ,SA[+sg -masc]
Ket,3s.f->1p,-1,daŋ,P[+1 +pl]
Ket,3s.f->2s,-2,du,SA[+3]
Ket,3s.f->2s,-1,ɣu,P[+2 +sg]
Ket,3s.f->2p,-3,du,SA[+3]
Ket,3s.f->2p,-2,ɣa,P[+2 +pl]
Ket,3s.f->2p,-1,ŋ,P[+2 +pl]
Ket,3s.f->3s.m,-2,du,SA[+3]
Ket,3s.f->3s.m,-1,ɣa,AP[+sg +masc]
Ket,3s.f->3s.f,-1,du,SA[+3]
Ket,3s.f->3s.n,-1,du,SA[+3]
Ket,3s.f->3p.m,-2,dʌ,SA[+sg -masc]
Ket,3s.f->3p.m,-1,aŋa,P[+3 +pl]
Ket,3s.f->3p.f,-2,dʌ,SA[+sg -masc]
Ket,3s.f->3p.f,-1,aŋa,P[+3 +pl]
Ket,3s.f->3p.n,-2,dʌ,SA[+sg -masc]
Ket,3s.f->3p.n,-1,aŋa,P[+3 +pl]
Ket,3s.n->1s,-2,dʌ,SA[+sg -masc]
Ket,3s.n->1s,-1,ri,P[+1 +sg]
Ket,3s.n->1p,-2,dʌ,SA[+sg -masc]
Ket,3s.n->1p,-1,daŋ,P[+1 +pl]
Ket,3s.n->2s,-2,du,SA[+3]
Ket,3s.n->2s,-1,ɣu,P[+2 +sg]
Ket,3s.n->2p,-3,du,SA[+3]
Ket,3s.n->2p,-2,ɣa,P[+2 +pl]
Ket,3s.n->2p,-1,ŋ,P[+2 +pl]
Ket,3s.n->3s.m,-2,du,SA[+3]
Ket,3s.n->3s.m,-1,ɣa,AP[+sg +masc]
Ket,3s.n->3s.f,-1,du,SA[+3]
Ket,3s.n->3s.n,-1,du,SA[+3]
Ket,3s.n->3p.m,-2,dʌ,SA[+sg -masc]
Ket,3s.n->3p.m,-1,aŋa,P[+3 +pl]
Ket,3s.n->3p.f,-2,dʌ,SA[+sg -masc]
Ket,3s.n->3p.f,-1,aŋa,P[+3 +pl]
Ket,3s.n->3p.n,-2,dʌ,SA[+sg -masc]
Ket,3s.n->3p.n,-1,aŋa,P[+3 +pl]
Ket,3p.m->1s,-2,du,SA[+3]
Ket,3p.m->1s,-1,ri,P[+1 +sg]
Ket,3p.m->1s,1,in,A[+pl]
Ket,3p.m->1p,-2,du,SA[+3]
Ket,3p.m->1p,-1,daŋ,P[+1 +pl]
Ket,3p.m->1p,1,in,A[+pl]
Ket,3p.m->2s,-2,du,SA[+3]
Ket,3p.m->2s,-1,ɣu,P[+2 +sg]
Ket,3p.m->2s,1,in,A[+pl]
Ket,3p.m->2p,-3,du,SA[+3]
Ket,3p.m->2p,-2,ɣa,P[+2 +pl]
Ket,3p.m->2p,-1,ŋ,P[+2 +pl]
Ket,3p.m->2p,1,in,A[+pl]
Ket,3p.m->3s.m,-2,du,SA[+3]
Ket,3p.m->3s.m,-1,ɣa,AP[+sg +masc]
Ket,3p.m->3s.m,1,in,A[+pl]
Ket,3p.m->3s.f,-1,du,SA[+3]
Ket,3p.m->3s.f,1,in,A[+pl]
Ket,3p.m->3s.n,-1,du,SA[+3]
Ket,3p.m->3s.n,1,in,A[+pl]
Ket,3p.m->3p.m,-2,du,SA[+3]
Ket,3p.m->3p.m,-1,aŋa,P[+3 +pl]
Ket,3p.m->3p.m,1,in,A[+pl]
Ket,3p.m->3p.f,-2,du,SA[+3]
Ket,3p.m->3p.f,-1,aŋa,P[+3 +pl]
Ket,3p.m->3p.f,1,in,A[+pl]
Ket,3p.m->3p.n,-2,du,SA[+3]
Ket,3p.m->3p.n,-1,aŋa,P[+3 +pl]
Ket,3p.m->3p.n,1,in,A[+pl]
Ket,3p.f->1s,-2,du,SA[+3]
Ket,3p.f->1s,-1,ri,P[+1 +sg]
Ket,3p.f->1s,1,in,A[+pl]
Ket,3p.f->1p,-2,du,SA[+3]
Ket,3p.f->1p,-1,daŋ,P[+1 +pl]
Ket,3p.f->1p,1,in,A[+pl]
Ket,3p.f->2s,-2,du,SA[+3]
Ket,3p.f->2s,-1,ɣu,P[+2 +sg]
Ket,3p.f->2s,1,in,A[+pl]
Ket,3p.f->2p,-3,du,SA[+3]
Ket,3p.f->2p,-2,ɣa,P[+2 +pl]
Ket,3p.f->2p,-1,ŋ,P[+2 +pl]
Ket,3p.f->2p,1,in,A[+pl]
Ket,3p.f->3s.m,-2,du,SA[+3]
Ket,3p.f->3s.m,-1,ɣa,AP[+sg +masc]
Ket,3p.f->3s.m,1,in,A[+pl]
Ket,3p.f->3s.f,-1,du,SA[+3]
Ket,3p.f->3s.f,1,in,A[+pl]
Ket,3p.f->3s.n,-1,du,SA[+3]
Ket,3p.f->3s.n,1,in,A[+pl]
Ket,3p.f->3p.m,-2,du,SA[+3]
Ket,3p.f->3p.m,-1,aŋa,P[+3 +pl]
Ket,3p.f->3p.m,1,in,A[+pl]
Ket,3p.f->3p.f,-2,du,SA[+3]
Ket,3p.f->3p.f,-1,aŋa,P[+3 +pl]
Ket,3p.f->3p.f,1,in,A[+pl]
Ket,3p.f->3p.n,-2,du,SA[+3]
Ket,3p.f->3p.n,-1,aŋa,P[+3 +pl]
Ket,3p.f->3p.n,1,in,A[+pl]
Ket,3p.n->1s,-2,du,SA[+3]
Ket,3p.n->1s,-1,ri,P[+1 +sg]
Ket,3p.n->1s,1,in,A[+pl]
Ket,3p.n->1p,-2,du,SA[+3]
Ket,3p.n->1p,-1,daŋ,P[+1 +pl]
Ket,3p.n->1p,1,in,A[+pl]
Ket,3p.n->2s,-2,du,SA[+3]
Ket,3p.n->2s,-1,ɣu,P[+2 +sg]
Ket,3p.n->2s,1,in,A[+pl]
Ket,3p.n->2p,-3,du,SA[+3]
Ket,3p.n->2p,-2,ɣa,P[+2 +pl]
Ket,3p.n->2p,-1,ŋ,P[+2 +pl]
Ket,3p.n->2p,1,in,A[+pl]
Ket,3p.n->3s.m,-2,du,SA[+3]
Ket,3p.n->3s.m,-1,ɣa,AP[+sg +masc]
Ket,3p.n->3s.m,1,in,A[+pl]
Ket,3p.n->3s.f,-1,du,SA[+3]
Ket,3p.n->3s.f,1,in,A[+pl]
Ket,3p.n->3s.n,-1,du,SA[+3]
Ket,3p.n->3s.n,1,in,A[+pl]
Ket,3p.n->3p.m,-2,du,SA[+3]
Ket,3p.n->3p.m,-1,aŋa,P[+3 +pl]
Ket,3p.n->3p.m,1,in,A[+pl]
Ket,3p.n->3p.f,-2,du,SA[+3]
Ket,3p.n->3p.f,-1,aŋa,P[+3 +pl]
Ket,3p.n->3p.f,1,in,A[+pl]
Ket,3p.n->3p.n,-2,du,SA[+3]
Ket,3p.n->3p.n,-1,aŋa,P[+3 +pl]
Ket,3p.n->3p.n,1,in,A[+pl]
Kunama,1s,-2,n,SA[-3 +sg]
Kunama,1s,-1,a,SAP[+1]
Kunama,1de,-3,m,SA[-3 -sg]
Kunama,1de,-2,a,SAP[+1]
Kunama,1de,-1,H,SAP[+1 -pl]
Kunama,1pe,-2,m,SA[-3 -sg]
Kunama,1pe,-1,a,SAP[+1]
Kunama,1di,-3,k,SA[+1 +2]
Kunama,1di,-2,a,SAP[+1]
Kunama,1di,-1,H,SAP[+1 -pl]
Kunama,1pi,-2,k,SA[+1 +2]
Kunama,1pi,-1,a,SAP[+1]
Kunama,2s,-1,n,SA[-3 +sg]
Kunama,2d,-3,m,SA[-3 -sg]
Kunama,2d,-2,e,S[-1 +2 +du]
Kunama,2d,-1,H,S[-1 +du]
Kunama,2p,-1,m,SA[-3 -sg]
Kunama,3s,-1,i,S[+3 -pl]
Kunama,3d,-3,m,S[+3 +du]
Kunama,3d,-2,i,S[+3 -pl]
Kunama,3d,-1,H,S[-1 +du]
Kunama,3p,-1,o,S[+3 +pl]
Kunama,1s->2s,-3,n,SA[-3 +sg]
Kunama,1s->2s,-2,a,SAP[+1]
Kunama,1s->2s,-1,H,SAP[+1 -pl]
Kunama,1s->2d,-3,n,SA[-3 +sg]
Kunama,1s->2d,-2,a,SAP[+1]
Kunama,1s->2d,-1,ː,P[-sg]
Kunama,1s->2p,-3,n,SA[-3 +sg]
Kunama,1s->2p,-2,a,SAP[+1]
Kunama,1s->2p,-1,ː,P[-sg]
Kunama,1s->3s,-2,n,SA[-3 +sg]
Kunama,1s->3s,-1,a,SAP[+1]
Kunama,1s->3d,-3,n,SA[-3 +sg]
Kunama,1s->3d,-2,a,SAP[+1]
Kunama,1s->3d,-1,ː,P[-sg]
Kunama,1s->3p,-3,n,SA[-3 +sg]
Kunama,1s->3p,-2,a,SAP[+1]
Kunama,1s->3p,-1,ː,P[-sg]
Kunama,1de->2s,-3,m,SA[-3 -sg]
Kunama,1de->2s,-2,a,SAP[+1]
Kunama,1de->2s,-1,H,SAP[+1 -pl]
Kunama,1de->2d,-4,m,SA[-3 -sg]
Kunama,1de->2d,-3,a,SAP[+1]
Kunama,1de->2d,-2,H,SAP[+1 -pl]
Kunama,1de->2d,-1,ː,P[-sg]
Kunama,1de->2p,-4,m,SA[-3 -sg]
Kunama,1de->2p,-3,a,SAP[+1]
Kunama,1de->2p,-2,H,SAP[+1 -pl]
Kunama,1de->2p,-1,ː,P[-sg]
Kunama,1de->3s,-3,m,SA[-3 -sg]
Kunama,1de->3s,-2,a,SAP[+1]
Kunama,1de->3s,-1,H,SAP[+1 -pl]
Kunama,1de->3d,-4,m,SA[-3 -sg]
Kunama,1de->3d,-3,a,SAP[+1]
Kunama,1de->3d,-2,H,SAP[+1 -pl]
Kunama,1de->3d,-1,ː,P[-sg]
Kunama,1de->3p,-4,m,SA[-3 -sg]
Kunama,1de->3p,-3,a,SAP[+1]
Kunama,1de->3p,-2,H,SAP[+1 -pl]
Kunama,1de->3p,-1,ː,P[-sg]
Kunama,1pe->2s,-3,m,SA[-3 -sg]
Kunama,1pe->2s,-2,a,SAP[+1]
Kunama,1pe->2s,-1,H,[-2 +pl]A->P[+2 +sg]
Kunama,1pe->2d,-3,m,SA[-3 -sg]
Kunama,1pe->2d,-2,a,SAP[+1]
Kunama,1pe->2d,-1,ː,P[-sg]
Kunama,1pe->2p,-3,m,SA[-3 -sg]
Kunama,1pe->2p,-2,a,SAP[+1]
Kunama,1pe->2p,-1,ː,P[-sg]
Kunama,1pe->3s,-2,m,SA[-3 -sg]
Kunama,1pe->3s,-1,a,SAP[+1]
Kunama,1pe->3d,-3,m,SA[-3 -sg]
Kunama,1pe->3d,-2,a,SAP[+1]
Kunama,1pe->3d,-1,ː,P[-sg]
Kunama,1pe->3p,-3,m,SA[-3 -sg]
Kunama,1pe->3p,-2,a,SAP[+1]
Kunama,1pe->3p,-1,ː,P[-sg]
Kunama,1di->3s,-3,k,SA[+1 +2]
Kunama,1di->3s,-2,a,SAP[+1]
Kunama,1di->3s,-1,H,SAP[+1 -pl]
Kunama,1di->3d,-4,k,SA[+1 +2]
Kunama,1di->3d,-3,a,SAP[+1]
Kunama,1di->3d,-2,H,SAP[+1 -pl]
Kunama,1di->3d,-1,ː,P[-sg]
Kunama,1di->3p,-4,k,SA[+1 +2]
Kunama,1di->3p,-3,a,SAP[+1]
Kunama,1di->3p,-2,H,SAP[+1 -pl]
Kunama,1di->3p,-1,ː,P[-sg]
Kunama,1pi->3s,-2,k,SA[+1 +2]
Kunama,1pi->3s,-1,a,SAP[+1]
Kunama,1pi->3d,-3,k,SA[+1 +2]
Kunama,1pi->3d,-2,a,SAP[+1]
Kunama,1pi->3d,-1,ː,P[-sg]
Kunama,1pi->3p,-3,k,SA[+1 +2]
Kunama,1pi->3p,-2,a,SAP[+1]
Kunama,1pi->3p,-1,ː,P[-sg]
Kunama,2s->1s,-2,a,SAP[+1]
Kunama,2s->1s,-1,H,SAP[+1 -pl]
Kunama,2s->1de,-2,a,SAP[+1]
Kunama,2s->1de,-1,ː,P[-sg]
Kunama,2s->1pe,-2,a,SAP[+1]
Kunama,2s->1pe,-1,ː,P[-sg]
Kunama,2s->3s,-2,n,SA[-3 +sg]
Kunama,2s->3s,-1,i,[-1]A->P[+3]
Kunama,2s->3d,-3,n,SA[-3 +sg]
Kunama,2s->3d,-2,i,[-1]A->P[+3]
Kunama,2s->3d,-1,ː,P[-sg]
Kunama,2s->3p,-3,n,SA[-3 +sg]
Kunama,2s->3p,-2,i,[-1]A->P[+3]
Kunama,2s->3p,-1,ː,P[-sg]
Kunama,2d->1s,-2,a,SAP[+1]
Kunama,2d->1s,-1,H,SAP[+1 -pl]
Kunama,2d->1de,-2,a,SAP[+1]
Kunama,2d->1de,-1,ː,P[-sg]
Kunama,2d->1pe,-2,a,SAP[+1]
Kunama,2d->1pe,-1,ː,P[-sg]
Kunama,2d->3s,-2,m,SA[-3 -sg]
Kunama,2d->3s,-1,e,[-1 +2]AP1<->AP2[+3]
Kunama,2d->3d,-4,m,SA[-3 -sg]
Kunama,2d->3d,-3,e,[-1 +2]AP1<->AP2[+3]
Kunama,2d->3d,-2,H,[-1 +du]A->P[-1]
Kunama,2d->3d,-1,ː,P[-sg]
Kunama,2d->3p,-4,m,SA[-3 -sg]
Kunama,2d->3p,-3,e,[-1 +2]AP1<->AP2[+3]
Kunama,2d->3p,-2,H,[-1 +du]A->P[-1]
Kunama,2d->3p,-1,ː,P[-sg]
Kunama,2p->1s,-2,a,SAP[+1]
Kunama,2p->1s,-1,H,SAP[+1 -pl]
Kunama,2p->1de,-2,a,SAP[+1]
Kunama,2p->1de,-1,ː,P[-sg]
Kunama,2p->1pe,-2,a,SAP[+1]
Kunama,2p->1pe,-1,ː,P[-sg]
Kunama,2p->3s,-2,m,SA[-3 -sg]
Kunama,2p->3s,-1,i,[-1]A->P[+3]
Kunama,2p->3d,-3,m,SA[-3 -sg]
Kunama,2p->3d,-2,i,[-1]A->P[+3]
Kunama,2p->3d,-1,ː,P[-sg]
Kunama,2p->3p,-3,m,SA[-3 -sg]
Kunama,2p->3p,-2,i,[-1]A->P[+3]
Kunama,2p->3p,-1,ː,P[-sg]
Kunama,3s->1s,-1,a,SAP[+1]
Kunama,3s->1de,-2,a,SAP[+1]
Kunama,3s->1de,-1,ː,P[-sg]
Kunama,3s->1pe,-2,a,SAP[+1]
Kunama,3s->1pe,-1,ː,P[-sg]
Kunama,3s->1di,-2,a,SAP[+1]
Kunama,3s->1di,-1,ː,P[-sg]
Kunama,3s->1pi,-2,a,SAP[+1]
Kunama,3s->1pi,-1,ː,P[-sg]
Kunama,3s->2s,-1,e,[-1 +2]AP1<->AP2[+3]
Kunama,3s->2d,-2,e,[-1 +2]AP1<->AP2[+3]
Kunama,3s->2d,-1,ː,P[-sg]
Kunama,3s->2p,-2,e,[-1 +2]AP1<->AP2[+3]
Kunama,3s->2p,-1,ː,P[-sg]
Kunama,3s->3s,-1,i,[-1]A->P[+3]
Kunama,3s->3d,-2,i,[-1]A->P[+3]
Kunama,3s->3d,-1,ː,P[-sg]
Kunama,3s->3p,-2,i,[-1]A->P[+3]
Kunama,3s->3p,-1,ː,P[-sg]
Kunama,3d->1s,-2,a,SAP[+1]
Kunama,3d->1s,-1,H,SAP[+1 -pl]
Kunama,3d->1de,-2,a,SAP[+1]
Kunama,3d->1de,-1,ː,P[-sg]
Kunama,3d->1pe,-2,a,SAP[+1]
Kunama,3d->1pe,-1,ː,P[-sg]
Kunama,3d->1di,-2,a,SAP[+1]
Kunama,3d->1di,-1,ː,P[-sg]
Kunama,3d->1pi,-2,a,SAP[+1]
Kunama,3d->1pi,-1,ː,P[-sg]
Kunama,3d->2s,-2,e,[-1 +2]AP1<->AP2[+3]
